"ID","UPRN","EASTING","NORTHING","LATITUDE","LONGITUDE"
1,147,358754.72,179718.88,51.5148769,-2.5957762
2,148,358946,179716,51.514865,-2.5930195
7,155,358974,179709,51.5148041,-2.5926152
8,157,358763,179704,51.5147437,-2.5956551
9,172,358792,179695,51.5146649,-2.5952362
3,180,356788,179691,51.5144786,-2.6241135
4,183,356598,179689,51.514446,-2.6268512
5,186,358874,179687,51.514599,-2.5940536
6,198,358725,179680,51.5145251,-2.5961999
10,223,358888,179670,51.5144472,-2.5938499
11,233,358974,179667,51.5144265,-2.5926103
12,292,358519,179648,51.5142222,-2.5991646
14,302,358862,179646,51.5142295,-2.5942217
15,322,356649,179641,51.5140184,-2.6261104
13,330,358936,179639,51.5141719,-2.5931546
17,350,358606,179632,51.5140848,-2.597909
18,368,357166,179626,51.5139231,-2.6186585
16,398,358915,179620,51.5139996,-2.593455
19,439,356448,179612,51.5137421,-2.6290033
22,482,358915,179604,51.5138557,-2.5934531
23,513,358966,179599,51.5138145,-2.5927176
20,523,357440,179596,51.5136741,-2.6147066
21,525,358379,179596,51.5137443,-2.6011758
25,567,358793,179589,51.5137119,-2.5952093
24,591,358711,179586,51.5136789,-2.5963906
28,619,358800,179583,51.5136585,-2.5951078
26,653,358928,179578,51.5136229,-2.5932627
27,654,357388,179578,51.5135083,-2.6154537
31,670,357519,179575,51.5134913,-2.6135657
32,675,357063,179574,51.5134477,-2.6201364
29,687,356365,179572,51.5133761,-2.6301943
30,707,358657,179570,51.5135311,-2.5971668
35,745,358774,179565,51.5134947,-2.5954803
33,776,357576,179561,51.5133697,-2.6127426
34,790,358928,179558,51.5134431,-2.5932604
38,797,357444,179558,51.5133327,-2.6146444
36,825,358464,179552,51.513355,-2.5999458
37,827,358036,179552,51.5133232,-2.6061131
39,868,356319,179545,51.5131298,-2.6308539
40,886,356484,179542,51.5131156,-2.6284759
43,953,357984,179532,51.5131395,-2.60686
44,955,356947,179532,51.5130612,-2.6218029
45,962,356818,179531,51.5130424,-2.6236616
46,967,358685,179531,51.5131825,-2.5967588
41,983,356847,179529,51.5130266,-2.6232435
42,989,358446,179527,51.5131289,-2.6002022
47,1004,358458,179525,51.5131118,-2.600029
48,1019,357970,179522,51.5130486,-2.6070605
49,1036,358320,179520,51.5130566,-2.6020169
52,1073,358406,179514,51.5130091,-2.600777
50,1096,358418,179508,51.512956,-2.6006034
51,1103,357183,179507,51.5128544,-2.6183991
93,1131,356573,179503,51.5127718,-2.6271886
95,1145,358759,179501,51.5129182,-2.5956889
96,1149,358371,179501,51.5128896,-2.6012798
98,1188,357568,179494,51.5127667,-2.6128498
73,1212,358463,179491,51.5128065,-2.5999529
81,1255,358392,179488,51.5127743,-2.6009757
84,1256,358974,179488,51.512817,-2.5925894
85,1258,358794,179488,51.5128039,-2.5951831
91,1267,358762,179486,51.5127835,-2.5956439
74,1374,358865,179473,51.5126742,-2.5941582
75,1390,358982,179470,51.5126558,-2.592472
77,1393,356037,179470,51.5124335,-2.6349081
94,1435,356020,179466,51.5123962,-2.6351526
99,1490,358303,179459,51.5125069,-2.6022546
76,1524,356847,179454,51.5123523,-2.6232343
78,1534,358984,179453,51.5125031,-2.5924412
79,1535,357577,179453,51.5123987,-2.6127152
82,1547,356425,179451,51.5122928,-2.6293148
86,1559,357031,179449,51.5123214,-2.6205823
87,1561,358800,179449,51.5124536,-2.595092
88,1564,357075,179449,51.5123247,-2.6199483
89,1565,358736,179449,51.512449,-2.5960142
92,1568,357910,179448,51.5123788,-2.6079162
97,1610,356424,179441,51.5122029,-2.629328
100,1638,358709,179439,51.5123571,-2.5964021
72,1654,358844,179437,51.512349,-2.5944566
83,1692,358359,179431,51.5122593,-2.6014444
90,1703,356098,179429,51.5120697,-2.634024
80,1715,357882,179429,51.5122058,-2.6083174
61,1733,358072,179426,51.512193,-2.6055793
62,1742,357194,179425,51.512118,-2.6182306
63,1745,356340,179424,51.5120435,-2.6305363
64,1747,357188,179424,51.5121086,-2.618317
66,1750,358911,179423,51.512228,-2.5934895
69,1762,358589,179421,51.5121864,-2.5981291
55,1822,357493,179412,51.5120238,-2.6139206
65,1874,356822,179405,51.5119098,-2.6235885
71,1910,357837,179402,51.5119597,-2.6089626
53,1940,358471,179398,51.5119709,-2.5998266
54,1945,356380,179396,51.5117949,-2.6299564
56,1974,358552,179393,51.5119319,-2.5986589
58,1989,357436,179391,51.5118307,-2.6147394
59,1994,358626,179391,51.5119194,-2.5975924
67,2035,355919,179385,51.5116601,-2.6365978
60,2148,358311,179370,51.5117073,-2.6021288
68,2172,356798,179366,51.5115573,-2.6239296
70,2177,355947,179365,51.5114824,-2.6361918
57,2260,358016,179355,51.5115505,-2.6063777
140,2332,356546,179343,51.5113312,-2.6275579
142,2341,358403.36,179338.22,51.5114284,-2.6007942
131,2417,355842,179330,51.5111595,-2.6377004
134,2430,357910,179328,51.5112998,-2.6079018
137,2454,357963,179323,51.5112588,-2.6071376
138,2455,358597,179323,51.5113058,-2.5980022
139,2457,357915,179323,51.5112553,-2.6078292
143,2475,356269,179320,51.511103,-2.6315465
144,2476,356283,179319,51.511095,-2.6313446
121,2516,358303,179313,51.5111942,-2.6022373
122,2518,356854,179313,51.5110851,-2.6231162
123,2522,358581,179313,51.5112148,-2.5982316
132,2585,356384,179305,51.510977,-2.6298875
133,2591,356788,179305,51.5110081,-2.6240662
135,2605,355718,179303,51.510907,-2.6394837
141,2647,356556,179294,51.5108914,-2.6274078
145,2662,356586,179290,51.5108577,-2.626975
126,2697,356971,179283,51.5108243,-2.6214266
128,2706,357759,179282,51.510875,-2.6100721
130,2716,356839,179280,51.5107873,-2.6233283
136,2768,357988,179273,51.5108112,-2.6067713
146,2816,357736,179265,51.5107204,-2.6104015
147,2832,357729,179261,51.5106839,-2.6105019
148,2836,356382,179260,51.5105723,-2.6299108
124,2839,357285,179259,51.5106324,-2.6168992
125,2840,358225,179259,51.5107029,-2.6033548
127,2855,357470,179255,51.5106105,-2.6142331
129,2858,356383,179254,51.5105184,-2.6298956
112,2906,356795,179246,51.5104782,-2.6239581
114,2924,356774,179243,51.5104496,-2.6242603
117,2965,356477,179236,51.5103638,-2.628539
118,2972,358009,179236,51.5104801,-2.6064643
103,3005,357667,179229,51.5103915,-2.6113914
104,3007,357471,179229,51.5103768,-2.6142155
106,3010,356372,179228,51.5102838,-2.6300509
108,3032,357491,179223,51.5103243,-2.6139266
115,3089,355538,179210,51.5100567,-2.6420656
119,3115,356528,179202,51.5100621,-2.6277999
101,3122,355653,179197,51.5099489,-2.640407
102,3123,358217,179197,51.5101449,-2.6034626
105,3161,357960,179190,51.5100628,-2.6071649
107,3176,358302,179189,51.5100793,-2.602237
109,3185,357915,179189,51.5100505,-2.6078131
110,3190,358016,179188,51.510049,-2.6063577
113,3206,357554,179183,51.5099694,-2.613014
116,3260,356432,179171,51.5097759,-2.6291793
120,3416,358624,179160,51.5098423,-2.597594
111,3482,355524,179148,51.5094982,-2.6422595
186,3493,358614,179146,51.5097157,-2.5977364
187,3494,357766,179146,51.5096527,-2.6099549
191,3521,357495,179140,51.5095784,-2.6138589
192,3525,357870,179140,51.5096065,-2.6084557
177,3590,357971.1,179130.15,51.5095255,-2.6069977
178,3592,355740,179130,51.5093534,-2.639145
182,3623,357695,179125,51.5094586,-2.6109754
183,3624,358636,179125,51.5095285,-2.5974169
184,3629,357657.64,179123.79,51.5094449,-2.6115136
189,3659,358594,179117,51.5094534,-2.5980211
194,3683,355867,179112,51.5092015,-2.6373129
195,3685,355654,179112,51.5091848,-2.6403819
176,3731,355628,179102,51.5090928,-2.6407552
180,3760,358729,179098,51.5092925,-2.5960738
181,3767,357877,179095,51.5092025,-2.6083494
185,3784,355544,179093,51.5090053,-2.6419644
188,3805,358583,179088,51.5091919,-2.5981762
190,3811,358615,179086,51.5091763,-2.5977149
174,3847,357680,179079,51.5090439,-2.611186
175,3849,358716,179079,51.5091207,-2.5962588
193,3948,358681,179076,51.5090912,-2.5967628
179,4031,358775,179060,51.5089542,-2.5954065
159,4037,357817,179058,51.5088653,-2.6092095
162,4055,358766,179049,51.5088547,-2.5955349
163,4056,357710,179049,51.5087764,-2.6107501
166,4085,358482,179039,51.5087439,-2.5996257
171,4103,356087,179036,51.5085354,-2.6341336
149,4109,357469,179035,51.5086324,-2.6142209
152,4142,356154,179026,51.5084507,-2.633167
157,4162,356182,179020,51.5083989,-2.6327628
160,4178,357390,179016,51.5084556,-2.6153569
165,4211,357314,179007,51.5083689,-2.6164508
167,4215,358602,179006,51.508456,-2.5978928
168,4216,358731,179006,51.5084655,-2.5960341
172,4237,357696,179002,51.5083528,-2.6109462
151,4283,358558,178987,51.5082819,-2.5985245
153,4288,356218,178985,51.5080871,-2.6322397
154,4290,358083,178985,51.5082288,-2.6053681
161,4330,356990,178974,51.5080476,-2.6211151
169,4362,356884,178964,51.5079496,-2.6226412
173,4380,358042,178959,51.507992,-2.6059557
156,4443,357434,178946,51.5078295,-2.6147144
158,4450,357092,178944,51.5077856,-2.6196418
164,4478,358572,178940,51.5078604,-2.5983172
170,4516,357097,178932,51.5076781,-2.6195683
150,4556,358430,178925,51.5077151,-2.6003614
155,4568,356156,178921,51.5075068,-2.6331251
240,4653,357107,178901,51.5074002,-2.6194204
244,4702,357976,178897,51.5074296,-2.6068992
223,4732,357176,178889,51.5072975,-2.6184248
228,4770,358043,178880,51.5072818,-2.6059319
229,4779,354758,178878,51.5070096,-2.6532618
232,4796,358635,178875,51.5072806,-2.5974019
233,4797,358040,178875,51.5072366,-2.6059745
234,4799,354684,178874,51.5069677,-2.6543275
241,4831,358081,178869,51.5071857,-2.605383
242,4837,357375,178869,51.5071328,-2.6155552
245,4838,354642,178868,51.5069103,-2.6549318
246,4844,358730,178868,51.5072246,-2.5960323
247,4861,354812,178865,51.5068971,-2.6524821
222,4890,358127,178860,51.5071082,-2.6047192
224,4904,354575,178857,51.506806,-2.6558958
230,4949,358299,178848,51.5070131,-2.6022397
236,4976,358102,178843,51.5069535,-2.6050774
225,5103,358210,178830,51.5068446,-2.6035198
226,5113,358082,178829,51.5068262,-2.6053639
227,5115,355128,178828,51.5065897,-2.6479244
231,5153,357296,178823,51.5067132,-2.6166879
235,5166,354926,178821,51.5065106,-2.6508339
237,5178,356025,178818,51.5065705,-2.6349997
238,5179,354949,178818,51.5064855,-2.6505022
239,5192,358557,178816,51.5067444,-2.5985187
243,5203,354984,178814,51.5064523,-2.6499974
221,5231,358338,178807,51.5066473,-2.6016729
206,5292,355134.77,178796.72,51.506309,-2.6478229
211,5321,358193,178793,51.5065107,-2.6037604
212,5322,358621,178793,51.5065423,-2.5975939
213,5325,354893,178793,51.5062562,-2.6513058
216,5342,358120,178791,51.5064873,-2.6048119
219,5345,356561,178790,51.5063604,-2.6272736
202,5429,355180,178778,51.5061443,-2.6471689
204,5441,354606,178775,51.5060713,-2.6554385
209,5461,354591,178771,51.5060341,-2.6556541
210,5463,358577,178771,51.5063413,-2.5982253
217,5503,355193,178765,51.5060284,-2.6469799
197,5548,354874,178759,51.505949,-2.6515752
198,5557,358698,178758,51.5062333,-2.5964805
200,5578,354719,178755,51.5059006,-2.6538079
205,5595,354843,178753,51.5058926,-2.6520211
207,5615,354692,178750,51.5058535,-2.6541962
208,5616,357893,178750,51.5061018,-2.6080776
220,5676,359157,178742,51.5061229,-2.5898656
199,5723,357807.23,178734.52,51.5059562,-2.6093115
201,5730,359159,178733,51.5060421,-2.5898357
214,5789,354924,178726,51.5056563,-2.6508506
215,5806,357042,178725,51.5058128,-2.6203355
218,5812,358001,178724,51.5058761,-2.6065184
196,5852,355164,178719,51.5056126,-2.6473919
203,5894,355492,178712,51.5055756,-2.6426655
281,5941,356815,178708,51.5056426,-2.623604
282,5956,355369,178707,51.505521,-2.6444369
265,5992,358080,178704,51.5057021,-2.6053778
269,6015,359003,178701,51.5057431,-2.5920795
270,6028,358712,179036,51.5087338,-2.5963114
273,6032,358675,179023,51.5086142,-2.596843
276,6060,358344,178698,51.5056678,-2.6015736
283,6111,357125,178692,51.5055224,-2.6191357
284,6119,358073,178692,51.5055937,-2.6054773
266,6142,357022,178687,51.5054696,-2.6206191
274,6186,355103,178682,51.505275,-2.648266
277,6202,354762,178680,51.5052297,-2.6531787
279,6228,358061,178677,51.505458,-2.6056484
267,6296,354892,178670,51.5051503,-2.6513045
268,6312,355204,178668,51.5051572,-2.6468091
275,6332,358095,178665,51.5053526,-2.6051571
278,6350,358011,178663,51.5053284,-2.6063671
280,6368,356914,178661,51.5052276,-2.6221719
271,6447,358004,178651,51.50522,-2.6064665
272,6448,358868,178650,51.5052747,-2.5940185
259,6500,358403,178644,51.5051866,-2.6007172
248,6537,358405,178637,51.5051238,-2.6006875
254,6653,357031,178627,51.5049309,-2.6204821
256,6660,359177,178627,51.5050904,-2.589564
257,6662,356921,178626,51.5049135,-2.6220668
260,6675,357871,178625,51.5049763,-2.6083796
262,6689,358454,178622,51.5049926,-2.5999798
264,6700,355053,178621,51.5047226,-2.6489786
258,6803,354674,178612,51.5046113,-2.6544378
263,6817,359219,178610,51.5049406,-2.588957
249,6857,354584,178606,51.5045501,-2.6557337
251,6871,355075,178604,51.5045715,-2.6486595
252,6874,356959,178604,51.5047186,-2.6215166
253,6901,357016,178601,51.504696,-2.620695
255,6930,355010,178599,51.5045214,-2.6495953
261,6955,355081,178596,51.5045001,-2.648572
250,7004,354839,178592,51.5044447,-2.6520581
328,7069,354538,178589,51.5043935,-2.6563942
329,7070,358967,178589,51.5047335,-2.5925851
332,7073,357143,178588,51.5045887,-2.6188637
336,7086,358731,178586,51.5046893,-2.5959848
337,7099,354529,178585,51.5043568,-2.6565234
314,7121,354897,178582,51.5043595,-2.6512212
318,7149,354664,178579,51.5043138,-2.6545776
325,7183,357889,178575,51.5045281,-2.6081143
330,7198,357278,178574,51.5044731,-2.616917
333,7209,358908,178715,51.505862,-2.5934499
313,7258,356886,178568,51.5043893,-2.6225639
317,7295,354976,178564,51.504204,-2.6500807
319,7310,358645,178562,51.5044672,-2.597221
323,7328,356538,178560,51.5042907,-2.6275767
327,7340,357058,178558,51.5043125,-2.6200847
331,7350,357218,178558,51.5043247,-2.6177795
338,7386,355057,178554,51.5041205,-2.6489124
315,7420,356970,178549,51.5042249,-2.6213514
316,7421,357866,178549,51.5042926,-2.6084426
320,7450,359078,178544,51.5043369,-2.5909807
321,7451,357905,178544,51.5042505,-2.6078801
322,7458,359192,178543,51.5043362,-2.5893382
324,7476,357086,178541,51.5041618,-2.6196792
326,7489,354780,178539,51.5039635,-2.6529013
334,7513,355298,178536,51.5039779,-2.6454381
335,7515,357904,178536,51.5041785,-2.6078935
339,7534,355128,178532,51.5039284,-2.6478867
300,7621,358569,178520,51.504084,-2.598311
302,7630,358843,178519,51.504095,-2.5943634
307,7652,358773,178516,51.504063,-2.5953715
308,7656,359215,178515,51.5040861,-2.5890036
312,7680,358145,178512,51.5039807,-2.6044186
292,7716,358145,178512,51.5039807,-2.6044186
295,7720,358145,178512,51.5039807,-2.6044186
296,7730,354376,178510,51.5036701,-2.658718
299,7750,358926,178509,51.5040112,-2.5931664
301,7767,359147,178506,51.5040003,-2.5899822
303,7770,355018,178505,51.5036769,-2.6494681
309,7792,357039,178502,51.5038076,-2.6203516
285,7840,356964,178496,51.5037479,-2.6214314
286,7848,356859,178496,51.5037399,-2.6229441
287,7849,357765,178496,51.5038085,-2.6098913
293,7894,355088,178490,51.5035476,-2.6484577
294,7898,357092,178489,51.5036948,-2.6195864
297,7911,355077,178487,51.5035198,-2.6486158
304,7954,356812,178482,51.5036104,-2.6236195
305,7955,358886,178482,51.5037655,-2.5937396
310,7981,358810,178478,51.503724,-2.594834
289,8023,359156,178472,51.5036952,-2.5898486
298,8067,356806,178466,51.5034661,-2.623704
306,8099,356941,178462,51.5034405,-2.6217586
311,8139,356938,178457,51.5033953,-2.6218012
288,8173,356800,178454,51.5033578,-2.623789
290,8180,358841,178452,51.5034925,-2.5943844
291,8235,355028,178446,51.5031472,-2.6493165
367,8260,357904,178443,51.5033424,-2.6078824
373,8286,357729,178440,51.5033023,-2.6104033
363,8327,356827,178434,51.50318,-2.6233976
364,8337,357870,178433,51.5032499,-2.6083711
368,8414,358156,178423,51.5031813,-2.6042495
370,8422,354738,178422,51.5029082,-2.6534913
371,8428,354974,178421,51.5029181,-2.6500912
374,8463,351671,178415,51.5025903,-2.6976746
375,8468,358509,178415,51.5031355,-2.599163
362,8500,354635,178410,51.502792,-2.6549737
365,8520,359071,178408,51.5031137,-2.5910657
369,8733,351352.34,178380.8,51.5022554,-2.7022604
372,8746,351671,178380,51.5022756,-2.6976698
366,8847,357757,178368,51.5026571,-2.6099913
340,8962,359073,178353,51.5026193,-2.5910304
342,8971,357933,178352,51.5025264,-2.6074538
345,9002,358998,178349,51.5025779,-2.5921105
347,9011,359090,178348,51.5025756,-2.5907849
350,9035,358012,178344,51.5024603,-2.6063147
343,9121,354202,178333,51.5020646,-2.6612017
344,9132,354234,178332,51.5020582,-2.6607406
346,9149,358048,178330,51.5023371,-2.6057944
351,9180,357774,178326,51.5022807,-2.6097413
352,9181,357452,178326,51.5022565,-2.6143802
353,9184,358776,178326,51.5023549,-2.595306
355,9205,354293,178323,51.5019821,-2.6598894
356,9213,356776,178322,51.5021691,-2.6241186
357,9214,358052,178322,51.5022655,-2.6057358
358,9220,359124,178321,51.5023353,-2.590292
359,9228,354113,178319,51.5019315,-2.662482
341,9267,351689,178314,51.5016838,-2.6974014
354,9348,356771,178307,51.5020339,-2.6241888
360,9385,357680,178302,51.5020579,-2.6110927
361,9405,354830,178300,51.5018187,-2.6521503
348,9477,354753,178294,51.5017586,-2.6532588
349,9481,356767,178293,51.5019077,-2.6242447
412,9525,354641,178288,51.5016956,-2.6548715
414,9570,356729,178283,51.5018149,-2.6247909
404,9647,357277,178275,51.5017848,-2.6168952
405,9649,357480,178275,51.5018001,-2.6139707
400,9781,359267,178261,51.5018062,-2.5882249
401,9792,354210,178260,51.501409,-2.6610769
407,9833,354434,178255,51.5013822,-2.6578493
410,9837,359212,178255,51.5017483,-2.5890166
411,9840,357758,178254,51.5016322,-2.6099632
397,9907,357978,178247,51.5015857,-2.606793
398,9912,357190,178247,51.5015264,-2.6181452
402,9933,357892,178244,51.5015523,-2.6080316
403,9939,357825,178243,51.5015383,-2.6089967
406,9953,358760,178242,51.5015985,-2.5955267
408,9975,357076,178241,51.5014638,-2.6197868
409,9985,351459,178239,51.5009897,-2.7007043
413,10012,354198,178237,51.5012012,-2.6612468
396,10045,358747,178233,51.5015166,-2.5957129
399,10059,354194,178232,51.5011559,-2.6613038
387,10154,358881,178222,51.5014275,-2.5937812
388,10160,359223,178221,51.5014434,-2.5888542
389,10162,358014,178221,51.5013546,-2.6062712
390,10164,351737,178221,51.5008517,-2.6966971
395,10176,357253,178219,51.5012794,-2.6172342
380,10226,354622,178212,51.5010108,-2.6551354
381,10241,351478,178210,51.5007306,-2.7004265
391,10292,356974,178205,51.5011324,-2.6212518
378,10363,351485,178198,51.5006233,-2.7003241
379,10378,357133,178197,51.5010725,-2.6189603
382,10402,357071,178195,51.5010498,-2.6198532
384,10443,357814,178190,51.501061,-2.6091488
386,10455,357046,178189,51.500994,-2.6202126
392,10463,357681,178188,51.501033,-2.6110646
393,10464,357041,178188,51.5009846,-2.6202845
394,10477,351749,178186,51.5005381,-2.6965194
377,10509,358770,178183,51.5010687,-2.5953757
383,10567,351417,178176,51.5004197,-2.7013006
385,10595,354256,178172,51.5006215,-2.6604028
376,10653,358219,178165,51.5008663,-2.6033113
451,10721,358755,178155,51.5008159,-2.5955885
453,10733,357789,178153,51.5007264,-2.6095045
455,10747,357123,178151,51.5006582,-2.6190987
457,10758,357051,178150,51.5006437,-2.6201358
441,10804,357702,178144,51.500639,-2.6107568
444,10825,357104.18,178156.13,51.5007029,-2.6193705
450,10863,357659,178135,51.5005548,-2.6113752
452,10869,354421,178134,51.5002933,-2.6580209
460,10938,354593,178125,51.5002262,-2.655542
461,10940,358753,178124,51.500537,-2.5956137
440,10963,359928,178122,51.5006038,-2.5786867
442,10979,351662,178119,51.4999283,-2.6977634
446,10993,357662,178118,51.5004022,-2.6113299
447,10994,357827,178118,51.5004146,-2.6089529
448,11002,354546,178117,51.5001505,-2.656218
454,11037,356858,178112,51.5002873,-2.6229116
458,11073,351665.82,178116.34,51.4999047,-2.697708
462,11091,360073,178109,51.5004972,-2.5765963
443,11120,358376,178105,51.5003385,-2.6010425
445,11131,353865,178104,51.4999782,-2.6660266
449,11162,354025,178102,51.4999733,-2.6637214
456,11211,357047,178097,51.5001669,-2.620187
459,11232,354024,178095,51.4999103,-2.6637349
432,11353,354528,178081,51.4998254,-2.6564727
434,11361,358230,178080,51.5001029,-2.6031428
438,11373,360067,178079,51.5002271,-2.5766794
417,11390,360139,178078,51.5002232,-2.5756421
418,11391,351677.47,178076.07,51.4995436,-2.6975347
424,11413,356918,178076,51.4999683,-2.6220428
433,11489,358172.96,178068.54,51.4999957,-2.6039631
435,11496,356884,178068,51.4998937,-2.6225316
419,11555,351670.01,178061.29,51.4994101,-2.6976401
426,11593,351668,178057,51.4993714,-2.6976685
427,11610,357615,178054,51.4998233,-2.6119993
428,11613,356893,178054,51.4997685,-2.6224003
429,11617,354456,178053,51.4995678,-2.6575063
430,11619,351663,178053,51.499335,-2.6977399
431,11629,358272,178051,51.4998453,-2.6025343
415,11670,356983,178047,51.4997125,-2.6211029
416,11682,356834,178046,51.4996921,-2.6232492
420,11698,354504,178044,51.4994908,-2.6568136
421,11700,357116,178043,51.4996866,-2.6191864
422,11704,360349,178043,51.4999233,-2.5726129
436,11794,359198,178036,51.4997782,-2.5891928
437,11801,358081,178035,51.4996873,-2.6052839
439,11802,353955,178035,51.4993652,-2.664721
425,11851,358571,178029,51.4996695,-2.5982244
423,11863,356873,178028,51.4995332,-2.6226852
501,11930,358139,178021,51.4995657,-2.6044467
502,11936,356963,178021,51.4994772,-2.6213878
503,11940,358433,178020,51.4995785,-2.6002113
486,11962,357266,178019,51.4994822,-2.6170227
488,11972,358157,178017,51.4995311,-2.6041869
489,11984,357012,178016,51.499436,-2.6206813
496,12036,357138,178009,51.4993826,-2.6188654
497,12055,354473,178006,51.4991466,-2.6572553
484,12118,359117,177997,51.4994217,-2.5903551
491,12158,356869,177994,51.4992273,-2.6227387
494,12163,357058,177993,51.4992327,-2.6200159
498,12222,351791,177986,51.4987436,-2.6958869
499,12229,359929,177985,51.4993721,-2.5786566
500,12230,356875,177985,51.4991468,-2.6226511
485,12274,358755,177981,51.4992515,-2.5955681
490,12308,359487.53,177975.99,51.4992595,-2.5850151
492,12316,359926,177975,51.499282,-2.5786987
493,12319,351841,177974,51.49864,-2.695165
495,12341,356929,177971,51.499025,-2.6218715
487,12453,351789,177957,51.4984827,-2.6959117
470,12508,359496,177952,51.4990445,-2.5848903
472,12511,355523.92,177953.36,51.4987573,-2.6421099
473,12515,351868,177951,51.4984355,-2.6947729
474,12516,359310,177951,51.4990221,-2.5875696
475,12535,358762,177949,51.4989643,-2.5954635
478,12553,359468,177947,51.4989975,-2.5852931
480,12560,359341,177946,51.4989794,-2.5871224
463,12593,358440,177943,51.4988867,-2.6001014
466,12764,354272,177929,51.4984381,-2.6601407
479,12842,353976,177919,51.498324,-2.6644033
482,12866,357094,177917,51.4985521,-2.619488
464,12894,353980,177914,51.4982794,-2.6643451
469,12947,353797,177908,51.4982105,-2.6669804
471,12951,358345,177908,51.498565,-2.6014658
476,12968,354421,177932,51.4984771,-2.6579948
477,12985,351958,177905,51.4980296,-2.6934702
481,13001,357345,177902,51.4984363,-2.6158705
483,13022,355460,177899,51.4982636,-2.6430238
465,13037,351747,177898,51.4979486,-2.6965086
467,13065,357329,177895,51.4983721,-2.6161001
468,13097,354002,177893,51.4980924,-2.6640254
547,13107,357523,177892,51.4983598,-2.6133051
558,13146,360314,178065,51.5001186,-2.5731196
562,13151,357485,177886,51.498303,-2.6138518
532,13201,353941,177882,51.4979885,-2.6649027
535,13209,354330,177881,51.4980112,-2.659299
544,13247,358711,177877,51.4983132,-2.5961898
545,13252,352272,177876,51.4977956,-2.6889433
550,13273,357096,177874,51.4981657,-2.619454
559,13292,353900,177871,51.4978863,-2.6654918
560,13293,352285,177871,51.4977517,-2.6887554
561,13297,353955,177871,51.4978908,-2.6646996
564,13317,355340,177870,51.4979933,-2.6447487
568,13330,359508,177870,51.4983081,-2.584708
569,13334,354377,177869,51.4979071,-2.6586204
570,13336,355405,177869,51.4979895,-2.6438123
533,13357,358292,177866,51.4981835,-2.6022243
536,13370,357101,177864,51.4980761,-2.6193808
538,13381,356965,177862,51.4980478,-2.6213396
543,13393,358699,177861,51.4981685,-2.5963607
546,13416,358747,177858,51.498145,-2.5956689
548,13423,357480,177857,51.4980419,-2.6139203
549,13424,351870,177857,51.4975905,-2.6947312
551,13432,356864,177856,51.4979861,-2.6227938
553,13438,359634,177856,51.4981912,-2.5828914
554,13444,360237,177832,51.4980183,-2.5742024
555,13445,355379,177855,51.4978615,-2.644185
563,13454,358320,177854,51.4980776,-2.6018195
565,13471,360188,177850,51.4981767,-2.5749103
534,13508,359683,177850,51.4981408,-2.5821848
537,13518,356984,177849,51.4979324,-2.6210643
541,13527,359455,177847,51.4980975,-2.5854688
552,13583,355428,177840,51.4977306,-2.6434773
556,13588,358516,177839,51.4979572,-2.5989943
557,13592,354292,177838,51.4976215,-2.6598408
566,13619,357472,177836,51.4978525,-2.614033
567,13624,351943,177836,51.497408,-2.6936769
531,13639,359369,177834,51.4979744,-2.5867061
539,13661,351940,177830,51.4973538,-2.6937192
540,13663,352269,177830,51.4973817,-2.6889802
542,13693,359609,177827,51.4979287,-2.5832482
519,13717,355242,177824,51.497572,-2.6461545
520,13718,357153,177824,51.4977204,-2.6186268
521,13726,359405,177823,51.4978781,-2.5861863
522,13736,352059,177822,51.497292,-2.692004
523,13744,357359,177822,51.4977181,-2.6156591
526,13754,351883,177821,51.497268,-2.694539
506,13778,359647,177818,51.4978505,-2.5826997
507,13786,351968,177817,51.4972393,-2.6933141
508,13788,351881,177817,51.4972318,-2.6945673
511,13807,353596,177815,51.4973578,-2.6698635
515,13830,356868,177814,51.4976088,-2.6227311
517,13850,360076,177800,51.4977192,-2.576518
527,13893,351929,177807,51.497146,-2.6938745
529,13904,354307,177806,51.497335,-2.6596206
513,13974,351955,177799,51.4970763,-2.6934989
516,13983,353564,177799,51.4972113,-2.6703224
518,13999,352013,177797,51.4970633,-2.6926632
524,14030,358305,177795,51.4975461,-2.6020286
525,14033,359986,177794,51.4976589,-2.5778138
528,14047,351951,177792,51.4970131,-2.6935556
509,14084,358269,177787,51.4974715,-2.6025463
510,14090,356853,177786,51.4973559,-2.6229437
512,14104,352008,177784,51.496946,-2.6927335
514,14121,353529,177772,51.4969657,-2.670823
530,14208,360530,177671,51.4965913,-2.5699637
504,14217,359980,177773,51.4974696,-2.5778978
505,14219,353700,177773,51.4969887,-2.6683599
604,14303,352081,177767,51.4967994,-2.6916796
609,14340,360536,177669,51.4965738,-2.5698771
610,14346,355204,177762,51.4970115,-2.646694
611,14354,351936,177761,51.4967331,-2.6937674
588,14359,356892,177761,51.4971341,-2.6223789
590,14370,357163,177759,51.4971368,-2.6184749
593,14390,357661,177757,51.4971564,-2.611301
595,14400,355193,177756,51.4969567,-2.6468517
602,14452,352240,177752,51.496678,-2.6893873
607,14469,351990,177750,51.4966388,-2.6929881
612,14581,360057,177746,51.4972323,-2.5767856
587,14594,352241,177744,51.4966062,-2.6893719
589,14600,359866,177744,51.4972008,-2.5795366
591,14624,354022,177741,51.4967274,-2.6637174
598,14660,358289,177737,51.4970234,-2.6022523
601,14684,357115,177735,51.4969174,-2.6191634
